identifier,quote,tei
PMC3280433_TZ02,Log P values were calculated using the ChemBioDraw Ultra ver. 11 software,data/tei/PMC3280433.tei.xml
PMC5011596_RA01,"For the analysis on the collected data, correlational and linear regression analy-ses were conducted using the SPSS 18.0 program and Cronbach’s alpha coefficient.",data/tei/PMC5011596.tei.xml
10.1257%2Fjep.27.1.3_TL01,Few if any changes or improvements to Google's Android operating system will result from changes or improvements to Google's Android operating system will result from the ownership or study of these software patents.,data/tei/10.1257%2Fjep.27.1.3.tei.xml
10.1257%2Fjep.27.1.3_TL02,"the HTC Dream (using the Android operating system) was released on October <ref type=""bibr"">22,</ref><ref type=""bibr"">2008</ref>.",data/tei/10.1257%2Fjep.27.1.3.tei.xml
PMC5299485_TL01,"For trials that presented endpoints in graph format only, values were derived by digitizing the graph, using the WebPlotDigitizer program available online (http:// arohatgi.info/WebPlotDigitizer/app/)",data/tei/PMC5299485.tei.xml
PMC5299485_TL02,"The meta-analyses were conducted using the ""meta"" statistical package in R version 3.1.3.",data/tei/PMC5299485.tei.xml
PMC2881384_JWC08,Aligning sequences with MUSCLE,data/tei/PMC2881384.tei.xml
PMC2881384_JWC13,"we used multiple alignment with translationsand twists (Matt) (Menkeet al.,2008)",data/tei/PMC2881384.tei.xml
PMC5300861_MS01,"The procedure of obtaining OR and RR using IBM SPSS Statistics for Windows Version 23.0 (IBM Corp., Armonk, NY, USA)",data/tei/PMC5300861.tei.xml
PMC5458338_BB01,Visual stimuli were generated using Matlab Psychtoolbox,data/tei/PMC5458338.tei.xml
PMC3256755_MP06,The plates were run and analyzed on an ABI PRISM 7900HT Sequence Detection System (SDS 2.1; Applied Biosystems) according to the manufacturer's protocol (Applied Biosystems).,data/tei/PMC3256755.tei.xml
PMC3281721_TZ10_1,The images were analyzed by MetaMorph software,data/tei/PMC3281721.tei.xml
PMC3281721_TZ11,The hydrophobic interactions correspond to thematching of hydrophobic property spheres (HP1 and HP2) bySUPERPOSE.,data/tei/PMC3281721.tei.xml
PMC3281721_TZ12,"C, superimposition of AMF-26 on BFA by the SUPERPOSE program.",data/tei/PMC3281721.tei.xml
PMC5283079_CBrown01,The bioluminescence measurement of infections was quantified using Argus 5.0 software (Hamamatsu).,data/tei/PMC5283079.tei.xml
PMC4146730_CM01,"Comparison of bond strength values were done using Repeated measures of ANOVA (IBM SPSS statistics for Windows, version 21.0, Armonk, NY, USA) and pair wise comparison was done by Tukey multiple post hoc test at a significance level at P<.05.",data/tei/PMC4146730.tei.xml
PMC3487307_CT02,"Analyses were performed using STATA 10.0 (StataCorp, College Station, Tex.).",data/tei/PMC3487307.tei.xml
PMC4360915_SV05,"Stimulated parotid saliva (PS) and sublingual/submandibular saliva (SS) were collected as described inMaterials and methodssection and then subjected to 4–20% gradient SDS-PAGE, followed by Western blotting for statherin, andquantification using Scion Image software.",data/tei/PMC4360915.tei.xml
PMC4097343_BB01,"Data reduction was performed by using the REX2000 program (RigakuCo., Ltd.)",data/tei/PMC4097343.tei.xml
PMC3995286_MZ01,All analyses were performed in R V.2.15.,data/tei/PMC3995286.tei.xml
PMC4646224_FJ01,"Multivariate logistic regression was performed to determine the independent effects of serum UA, creatinine and cystatin C on maternal and fetal outcomes using stata 13.1",data/tei/PMC4646224.tei.xml
PMC4673871_JWC01,"Geographic Information System (GIS) was used to integrate the data, Cartodb v.2.0 2012,",data/tei/PMC4673871.tei.xml
PMC4073352_HR01,"Data analyses were performed using FCS Express (FCS Express Version 4, De Novo Software).",data/tei/PMC4073352.tei.xml
PMC4073352_HR02,"Mann-Whitney U test (non-parametric) after Shapiro-Wilk normalization test in SPSS software (SPSS Inc., Chicago, IL, U.S.A.)",data/tei/PMC4073352.tei.xml
PMC3481138_BB03,Photomicrographs wereacquired with LAS AF Software (Leica Microsystems).,data/tei/PMC3481138.tei.xml
10.1007%2Fs10842-011-0105-6_MP04,but instead a new OS called Meego,data/tei/10.1007%2Fs10842-011-0105-6.tei.xml
10.1007%2Fs10842-011-0105-6_MP05,"merging Nokia’s Maemo and Intel’s Moblin projects into a single, open-source effort.",data/tei/10.1007%2Fs10842-011-0105-6.tei.xml
10.1007%2Fs10842-011-0105-6_MP07,The Palm WebOS offering for smart phones is an outgrowth of its strength in PDAs.,data/tei/10.1007%2Fs10842-011-0105-6.tei.xml
PMC4832390_FJ01,"CTSB expression was normalized using the qBase quantification Framework software with three reference genes: MRLP19,PUM1, and RPL13A.",data/tei/PMC4832390.tei.xml
PMC4832390_FJ02,Experiments were run and analyzed with the LightCycler software 4.0 according to the manufacturer’s recommendations (Roche,data/tei/PMC4832390.tei.xml
PMC4832390_FJ05,Densitometric analyses were performed using ImageJ software.,data/tei/PMC4832390.tei.xml
PMC4832390_FJ06,The number of colonies was determined using ImageJ software,data/tei/PMC4832390.tei.xml
PMC4832390_FJ07,"Densitometric analysis of cathepsin B, p27Kip1, and cyclin B1 was determined in each tumor (cells expressing shSCR and cells expressing shCTSB were injected in different flanks of the same mouse) using ImageJ software",data/tei/PMC4832390.tei.xml
PMC3521687_FJ02,"Full-length Tau (50 μM) was incubated with 12.5 μM heparin (heparin sodium salt from porcine intestinal mucosa [SKU: H3393; acquired and processed using MetaMorph software (Molecular Devices, Sunnyvale, CA) and further processed using Adobe Photoshop 7.0 (San Jose, CA).",data/tei/PMC3521687.tei.xml
PMC3598124_JWC01,"Afterdigitalphotographicdocumentationwasobtained,threedimensionsofthesuprascapularnotchweremeas-uredusingMultiScanBasev.14.02software(Com-puterScanningSystemII,Warsaw,Poland).",data/tei/PMC3598124.tei.xml
PMC3598124_JWC02,"Multi-ScanBasev.14.02isaprofessionalprogramwhosefunctionsincludevisualization,archiving,proces-singandanalysisofimages,withparticularempha-sisonmeasurementfunctions.I",data/tei/PMC3598124.tei.xml
10.1257%2Fjep.28.4.23_TL01,"The Figure is drawn with the software package Gephi",data/tei/10.1257%2Fjep.28.4.23.tei.xml
PMC2529246_MS01,"De novo sequencing was performed using Mass Lynx software (WatersGmbH, Eschborn, Germany)",data/tei/PMC2529246.tei.xml
10.1007%2Fs00148-015-0566-8_TL05,8These correlations are estimated using STATA’s xtlogit command,data/tei/10.1007%2Fs00148-015-0566-8.tei.xml
10.1007%2Fs10888-015-9317-z_SL02,Extracted on 2015-07-06 using Harzing’s Publish or PerishTM software,data/tei/10.1007%2Fs10888-015-9317-z.tei.xml
PMC3349042_JWC05,". mRNA band density was quantified using SigmaGel software, and the group data w",data/tei/PMC3349042.tei.xml
PMC3349042_JWC06,"density was quantified using SigmaGel software, and the group data were averaged and plotted. Means for each protein with different letters (a-f) differ significantly from each other (P<0.05), as determined by Duncan's multiple range test (n = 4). Control, C",data/tei/PMC3349042.tei.xml
PMC3349042_JWC07,"DNP-HSA (1 μg/mL) for 2 h, washed, lysed, and subjected to Western blot analysis. IL-4 and IL-13 protein levels in each sample were normalized to α-tubulin levels. Protein band density was quantified using SigmaGel software, and the group data were averaged and plotted. Means for each protein with different letters (a-d) differ significantly from each other (P<0.05), as determined by Duncan's multiple range test (n = 4). Control, C",data/tei/PMC3349042.tei.xml
PMC4895162_JWC01,All candidate variants were visually inspected in Integrative Genomics Viewer.,data/tei/PMC4895162.tei.xml
PMC4895162_JWC06,The subclonal architecture of EITL sample 013T derived from SciClone analysis.,data/tei/PMC4895162.tei.xml
PMC4895162_JWC07,"To understand the clonal architecture of EITL tumors, we usedSciClone",data/tei/PMC4895162.tei.xml
PMC2650971_JWC01,"In this context, the author simulated several scenarios ofgeneric substitution to predict the changes in exposure (areaunder the drug concentration-time curve; AUC) in 5,000patients, using the R program (http://www.r-project.org/).",data/tei/PMC2650971.tei.xml
PMC2650971_JWC02,"The models and scenarios were simulated using the R program (Version 2.4.1, http://www.r-project.org/).",data/tei/PMC2650971.tei.xml
PMC2650971_JWC03,Scenarios A to D were sequentially run using the R program.,data/tei/PMC2650971.tei.xml
PMC2682500_TZ11,The oligonucleotide primers used for RT-qPCR analysis were designed using the Primer 3 freeware program,data/tei/PMC2682500.tei.xml
PMC2682500_TZ12,BLAST searches against Gen-Bank databases were performed for each primer to checkthat no member of a primer set matched another sequencein the banana genome;,data/tei/PMC2682500.tei.xml
PMC2682500_TZ14,"Accord-ing to the SignalP 3.0 program (Bendtsenet al., 2004); itwas localized between amino acid residues 24–25 and 27–28forMaPME2andMaPME3, respectively.",data/tei/PMC2682500.tei.xml
PMC4736987_HR02,All analyses were performed using R statistical programming language.,data/tei/PMC4736987.tei.xml
PMC4361860_EK02,"All statistical analyses were performed with R software using the packages cmprsk, survival and riskRegression",data/tei/PMC4361860.tei.xml
PMC4040663_SS03,The SPSS19.0 software package was used to performall statistical analyses.,data/tei/PMC4040663.tei.xml
PMC4531628_HR01,we calculated the data into mean and SD and used SPSS-PC for statistic analysis,data/tei/PMC4531628.tei.xml
PMC3223056_PS07,"BnaA.FRI.awas mapped onto the framework map constructedbyLonget al.(2007)using JoinMap 3.0 (Van Ooijen andVoorrips, 2001) and a LOD score of 2.5.",data/tei/PMC3223056.tei.xml
PMC3223056_PS08,"The resulting geneticmap and the flowering time data for 11 environments recorded by Long et al.(2007) were used for detection of QTL for floweringtime by composite interval mapping (CIM) with Windows QTL cartographer 2.5 (Wanget al., 2011).",data/tei/PMC3223056.tei.xml
PMC3223056_PS25,"For data analysis, the mean Ct value of the target gene was normalized gainst the average Ct value of B. napusactin, using the DCt method implemented in the CFX manager software (Bio-RadLaboratories GmbH, München, Germany).",data/tei/PMC3223056.tei.xml
PMC3223056_PS27,Linkage disequilibrium and polymorphisms at theBnaA.FRI.alocus. (A) 40 polymorphisms (SNPs and InDels) inBnaA.FRI.awereused to calculate their pairedR2values (y-axis) with TASSEL.,data/tei/PMC3223056.tei.xml
PMC3223056_PS29,"The population structure was calculated using these SSR markers and the software STRUCTURE 2.3.2 (Pritchardet al., 2000).",data/tei/PMC3223056.tei.xml
PMC3600908_HR02,was examined with a repeated measures ANOVA (SAS version 9.2; SAS Institute Inc.).,data/tei/PMC3600908.tei.xml
PMC4770866_JWC01,"For each sample, allMS/MS spectra of each of the 3 independent prepara-tions were extracted by ProteomeDiscovere 1.4 (ThermoScientific, Bremen, Germany)",data/tei/PMC4770866.tei.xml
PMC4770866_JWC04,The mapped reads were annotated by the ENSEMBL gene annotation (GRCh37),data/tei/PMC4770866.tei.xml
PMC4770866_JWC05,The size distribution of exosome was then measured using NanoSight LM10 and analysed by Nanoparticles Tracking Analysis software according to the manufacturer's protocol.,data/tei/PMC4770866.tei.xml
PMC4790474_TL02,"Biology beamlines 8.2.1 and 8.2.2 of the Advanced Light Source at LBNL. The diffraction data were recorded using an ADSC-Q315r detector. The data sets were processed using the program HKL-2000 (Otwinowski and Minor 1997)",data/tei/PMC4790474.tei.xml
PMC4790474_TL03,"The PvHCT2a–p-coumaroyl-CoA–shikimate structure was determined by the molecular-replacement method with the program PHASER (McCoy et al. 2007) using the SbHCT structure (PDB ID 4KE4) (Walker et al. 2013)",data/tei/PMC4790474.tei.xml
PMC4790474_TL04,Structure refinement was performed using the phenix.refine program,data/tei/PMC4790474.tei.xml
PMC4790474_TL05,"Manual rebuilding using COOT (Emsley and Cowtan 2004) and the addition of water molecules allowed construction of the final model",data/tei/PMC4790474.tei.xml
PMC4790474_TL06,"Root-mean-square deviation differences from ideal geometry for bond lengths, angles and dihedrals were calculated with Phenix (Adams et al. 2010).",data/tei/PMC4790474.tei.xml
PMC4790474_TL07,"The overall stereochemical quality of the final models was assessed using the program MolProbity (Davis et al. 2007).",data/tei/PMC4790474.tei.xml
PMC3194040_CB03,"The second protease domain is degenerated and lacks the active-site residues, such as histidine, aspartic acid and serine (results not shown), but is still recognized when scanned against the InterPro database [35] and the HHpred program [27] (results not shown.",data/tei/PMC3194040.tei.xml
PMC3194040_CB05,The approximate position of the domains (as determined by using the InterProScan and HHpred prediction servers)are indicated by black bars on top of the alignment.,data/tei/PMC3194040.tei.xml
PMC3013677_MS01,We present here a new release of ASPicDB whichnow provides a unique annotation resource ofhuman protein variants generated by alternativesplicing.,data/tei/PMC3013677.tei.xml
PMC3013677_MS02,ASPicDB is available at http://www.caspur.it/ASPicDB/.,data/tei/PMC3013677.tei.xml
PMC3013677_MS34,Machine learning-based prediction of the human proteinsdeposited ASPicDB,data/tei/PMC3013677.tei.xml
PMC3013677_MS35,"Statistics of the ASPicDB content (v2.0, August 2010)",data/tei/PMC3013677.tei.xml
PMC3013677_MS38,"Variants labeled as PR1, PR2 and PR3 are identical to the isoforms reported in the CSMD3_HUMAN entry of SwissProt/UniprotKB.",data/tei/PMC3013677.tei.xml
PMC3013677_MS39,The two transmembrane helices are predicted with ENSEMBLE (35).,data/tei/PMC3013677.tei.xml
PMC3013677_MS40,"Protein tablelists the predicted features of the alter-native proteins that include: (i) the best hits obtainedfrom the similarity searches against the UniProtKB/SwissProt and PDB databases, along with theidentity value and coverage of the alignment withrespect to both the query and the subject sequencelengths; (ii) the features predicted by the pipelinebased on machine-learning tools.",data/tei/PMC3013677.tei.xml
10.1111%2Ftwec.12479_HR01,"Finally, Fontagne et al. (2013) combine CEPII’s macroeconomic model (MaGE)",data/tei/10.1111%2Ftwec.12479.tei.xml
10.1111%2Ftwec.12479_HR02,with its multisectoral dynamic CGE model of the world economy (MIRAGE).,data/tei/10.1111%2Ftwec.12479.tei.xml
10.1111%2Ftwec.12479_HR05,"The versions used in this paper are, respectively, MIRAGE-e 1.0 (based on GTAP 7) and MaGE 2.1.",data/tei/10.1111%2Ftwec.12479.tei.xml
10.1111%2Ftwec.12479_HR12,See Gouel et al. (2011) for development of MIRAGE at the product level and Balistreri et al. (2011) for an inclusion of firm heterogeneity.,data/tei/10.1111%2Ftwec.12479.tei.xml
10.1111%2Ftwec.12479_HR17,each at a time under the two different scenarios in MaGE,data/tei/10.1111%2Ftwec.12479.tei.xml
PMC4586740_TL08,d Voronto pathway analysis (right) of IL-4–driven genes are shown,data/tei/PMC4586740.tei.xml
PMC4586740_TL09,"IPA analysis of the top IL-4–induced genes organized by immune-relevant functions (fold change is indicated as Log Fc and genes mentioned in this paper are indicated in red),",data/tei/PMC4586740.tei.xml
PMC4586740_TL10,"e. A list of IL-4–induced genes found in common with previous studies from IPA (Ing) or Martinez et al. (2013) (M2) is presented on the right.",data/tei/PMC4586740.tei.xml
PMC4586740_TL12,Images were then analyzed using a multiparameter protocol based on the Physiology Analyst module of ASS AY Builder software (Carl Zeiss).,data/tei/PMC4586740.tei.xml
PMC4792212_CB01,"Statistical analysis was done using SPSS version 17.0 (SPSS Inc., Chicago IL, USA).",data/tei/PMC4792212.tei.xml
PMC3457735_MS01,Error bars are depicted using the SEM.,data/tei/PMC3457735.tei.xml
PMC2238715_EK06,"PCA was carried out using the SIMCA-P 11 software(Umetrics, Umea ̊, Sweden) in order to detect the presence of inherentsimilarities between metabolic profiles.",data/tei/PMC2238715.tei.xml
PMC2238715_EK07,The bipartite graph (Rgraphsviz) package from R was used to display the correlation matrix derived from bile acid and fecal flora profiles to assess the probiotic-induced changes to the microbial-mammalian transgenomic interactions,data/tei/PMC2238715.tei.xml
10.1111%2Fj.1467-8462.2013.12010.x_JWC01,"PanelWhiz is a graphical user interface thatwas written for the statistical software, StataSE/MP Version 11 (Win/Mac/Linux) or later,",data/tei/10.1111%2Fj.1467-8462.2013.12010.x.tei.xml
10.1111%2Fj.1467-8462.2013.12010.x_JWC03,have already been inte-grated into the common platform of thePanelWhiz system,data/tei/10.1111%2Fj.1467-8462.2013.12010.x.tei.xml
10.1111%2Fj.1467-8462.2013.12010.x_JWC04,"One software solution to the many of theissues raised here is a tool called‘PanelWhiz’<http://www.panelwhiz.com>, which is writ-ten in and for the statistical package called Stata<http://www.stata.com>.",data/tei/10.1111%2Fj.1467-8462.2013.12010.x.tei.xml
PMC4387613_HR07,Figure 1 – The REDCap electronic form developed to collect data related to the evaluation of the functional capacity of patients with PM presenting congenital atrioventricular block,data/tei/PMC4387613.tei.xml
PMC3890939_RA01,Open circles: experimental data; red solid lines:modeled spectra using CONUSS program.,data/tei/PMC3890939.tei.xml
PMC4654549_JWC02,"The authors would also like to acknowledge engineer Ahmed Gala El-Din, Faulty of Engineering, Ain Shams University, and Mr Mohamed El Tabbal, sixth-year medical student, Faculty of Medicine, Ain Shams University, for developing the OFT analysis software and allowing the authors the opportunity for a free trial version",data/tei/PMC4654549.tei.xml
10.1111%2Fj.1467-8381.2009.02008.x_MS12,"However, for simplicity, the GTAP6inGAMS model exogenously fixes the global capitalflows.",data/tei/10.1111%2Fj.1467-8381.2009.02008.x.tei.xml
10.1111%2Fj.1467-8381.2009.02008.x_MS17,MPSGE (Mathematical Programming System for General Equilibrium analysis) isa subsystemwithin GAMS.See http://www.gams.com/solvers/mpsge/index.htm.,data/tei/10.1111%2Fj.1467-8381.2009.02008.x.tei.xml
PMC3221323_HR02,"All data were statistically analysed using IBM SPSS Statistics, V 18.",data/tei/PMC3221323.tei.xml
PMC3979995_HR01,"Brightfield images illustrating different sensilla types were taken using an Axioskop 2 Mot (Zeiss, Jena, Germany) equipped with an AxioCam MRc5 and the AxioVision LE 4.3 software.",data/tei/PMC3979995.tei.xml
PMC5210605_CBrown01,"RNALocate: a resource for RNA subcellular localizations",data/tei/PMC5210605.tei.xml
PMC5210605_CBrown02,RNALocate is a web-accessible database that aims to provide a high-quality RNA subcellular localization resource and facilitate future researches on RNA function or structure.,data/tei/PMC5210605.tei.xml
PMC5210605_CBrown03,"Besides, RNA homology, sequence and interaction data have also been integrated into RNALocate.",data/tei/PMC5210605.tei.xml
PMC5210605_CBrown04,". In conclusion, RNALocate will be of help in elucidating the entirety of RNA subcellular localization, and developing new prediction methods.",data/tei/PMC5210605.tei.xml
PMC2447753_TZ01,MAGNOLIA: multiple alignment of protein–codingand structural RNA sequences,data/tei/PMC2447753.tei.xml
PMC2447753_TZ02,"MAGNOLIA is a new software for multiple alignmentof nucleic acid sequences, which are recognized tobe hard to align.",data/tei/PMC2447753.tei.xml
PMC2447753_TZ03,"Inthis perspective, MAGNOLIA is especially designedfor sequences that are intended to be either protein-coding or structural RNAs. It extracts informationfrom the similarities and differences in the data, andsearches for a specific evolutionary pattern betweensequences before aligning them. The alignment stepthen incorporates this information to achieve higheraccuracy. The website is available at http://bioinfo.lifl.fr/magnolia.",data/tei/PMC2447753.tei.xml
PMC2447753_TZ14,Figure 1.MAGNOLIA scenario.,data/tei/PMC2447753.tei.xml
PMC2447753_TZ27,"MAGNOLIA finds three common stems (in blue, green and orange).",data/tei/PMC2447753.tei.xml
PMC2447753_TZ49,MAGNOLIA alignments on Pandit.,data/tei/PMC2447753.tei.xml
PMC2447753_TZ51,"ForMAGNOLIA, we tried all possible combinations concerning thealignment tool in the amino acid alignment step: ClustalW, T-coffeeand Dialign2.",data/tei/PMC2447753.tei.xml
PMC2447753_TZ55,"For Dialign2, we selected the appropriate optionTranslation of nucleotide diagonals into peptide diagonalswhen compar-ing the nucleic acid sequences.",data/tei/PMC2447753.tei.xml
PMC2447753_TZ56,MAGNOLIA clearly outperforms othermethods.,data/tei/PMC2447753.tei.xml
PMC2447753_TZ59,"Table 1 . Accuracy percentage for MAGNOLIA, Murlet and Mlocarna for reference secondary structures of BRaliBase II",data/tei/PMC2447753.tei.xml
PMC2447781_CT01,"The pFlexAna (protein flexibility analyzer) web serverdetects and displays conformational changes inremotely related proteins, without relying onsequence homolog.",data/tei/PMC2447781.tei.xml
PMC2447781_CT02,pFlexAna is available at http://bigbird.comp.nus.edu.sg/pfa2/.,data/tei/PMC2447781.tei.xml
PMC2447781_CT09,"The two different superpositions, produced automatically bypFlexAna, are obtained by aligning a pair of fragments (marked in red and green) with high structural similarity",data/tei/PMC2447781.tei.xml
PMC2447781_CT11,pFlexAna correctly identifies two rigid domains that undergo hinge bending. The proteins are shown aligned on one domain,data/tei/PMC2447781.tei.xml
PMC4408226_CB10,The Dermal Permeability Coefficient Program (DERMWIN) is a module available in the EPI Suite package developed by the EPA’s Office of Pollution Prevention Toxics and Syracuse Research Corporation and available at http://www.epa.gov/oppt/ exposure/pubs/episuitedl.htm.,data/tei/PMC4408226.tei.xml
PMC4408226_CB11,"The DERMWIN v.2.02 estimates chemicals’ dermal permeability coefficient using the following equation 1 (USEPA, 2004): (1) where Ko/w is the octanol/water partition coefficient and MW is the molecular weight of the chemical.",data/tei/PMC4408226.tei.xml
PMC4583605_EK01,"All statistical analyses were performed using the RevMan 5.0 software, provided by the Cochrane Collaboration.",data/tei/PMC4583605.tei.xml
PMC5413303_MP02,"The review software (ReVUe, Version 2015.1.0.90; Optovue, Fremont, CA, USA) displays flow signals superimposed in red on a cross-sectional structural SD-OCT image.",data/tei/PMC5413303.tei.xml
PMC5413303_MP03,The caliper function within the Heidelberg Eye Explorer software (version 6.3.4.0; Heidelberg Engineering) was used to measure the area,data/tei/PMC5413303.tei.xml
PMC3749580_AN01,"Objective tumour responses were evaluated according to RECIST version 1.1 criteria (Eisenhauer et al, 2009). EUS elastography was performed with the linear Pentax EUS (Montvale, NJ, USA) and the Hitachi EUB900 equipment (Tokyo, Japan)",data/tei/PMC3749580.tei.xml
PMC4680075_PS02,"Regression coefficients and bivariate correlations were calculated with the 11.0 Sigma Plot software package (SPSS,Chicago, IL, USA).",data/tei/PMC4680075.tei.xml
PMC4680075_PS03,Differences betweenmeans were revealed by Duncan analyses (P<0.05) performed with the SPSS 17.0 software package,data/tei/PMC4680075.tei.xml
PMC4748904_HR01,OR) and 95% confidence intervals (CIs) were calculated and the pooledanalyses were performed with RevMan 5.3 software.,data/tei/PMC4748904.tei.xml
PMC2996622_CT01,"The validity of selecting treatment protocols according tothis classification was also assessed. SPSS ver. 13.0 (SPSS Inc., Chicago, IL, USA) was used for statistical analysis",data/tei/PMC2996622.tei.xml
PMC4492334_CM01,"All statistical analy-ses were performed using the SPSS package (version18.0;SPSS, Chicago, IL).",data/tei/PMC4492334.tei.xml
PMC3727320_CBrown01,"DCF-DA fluorescence was analyzed by flow cytometry using a FACSCanto instrument (BD) and FlowJo software (Tree Star).",data/tei/PMC3727320.tei.xml
PMC5339831_SK01,"Co-localization of two proteins in 300 cells was quantified using the software of Volocity (PerkinElmer, right panel).",data/tei/PMC5339831.tei.xml
PMC5339831_SK02,Co-localization of two proteins in 300 cells was quantified using the software of Volocity (right panel).,data/tei/PMC5339831.tei.xml
PMC2815316_JWC05,"They are “Cali and Friends”, “Food Pyramid”, “Nutrition Safari”, “Guideline of Diet Plan”, “Guideline of Nutrition Intake”, “Guideline of Nutrition Ingredient”, “Nutrition Manifest” and “NutriEval”.",data/tei/PMC2815316.tei.xml
PMC3077646_EK01,"All structural interpretationsand figures were produced using PyMOL (Version 1.2r3pre,Schro ̈dinger LLC).",data/tei/PMC3077646.tei.xml
PMC4389438_MZ01,Data were assessed with the support of software R version 2.12.1.,data/tei/PMC4389438.tei.xml
PMC3419515_JWC01,The strand-specific coverage at each genomic position was visualized and manually inspected using the Artemis software tool,data/tei/PMC3419515.tei.xml
PMC3419515_JWC04,the intraclass correlation among the replicate C T values obtained for each sample was determined using the irr package in the software environment R v2.8.0,data/tei/PMC3419515.tei.xml
PMC3819903_JWC01,"Immunoreactivity was analyzed using the Multi-gauge, bio-imaging program on an LAS-4000 mini (Fujifi lm Lifescan USA, Stamford, CT, USA).",data/tei/PMC3819903.tei.xml
PMC3590572_HR04,"The percentage of cleavage, determined byPhosphorImager and ImageQuant software, was normalized to the total amount of radioactivity in each lane.",data/tei/PMC3590572.tei.xml
PMC3590572_HR05,"Percentage of religation, determined by ImageQuant software, was plotted as a function of time and normalized tothe plateau value for the experiment with Top1 alone.",data/tei/PMC3590572.tei.xml
PMC4282059_CBrown02,"The RevMan program Articles excluded n = 470 Did not compare high-versus low-chloride crystalloid n = 286 Not RCT, CCT or observational study n = 110 Fluids not given for resuscitation/studied excluded population n = 69 Did not examine key endpoints n = 5</p><p xml:id=""_UfX2rd5"">Records after duplicates removed n = 7330 reports P values to one or two significant digits; where requested, a standard normal (Z) table was consulted to report P values to three decimal places",data/tei/PMC4282059.tei.xml
PMC5400067_MS02,"Qualitative data were analysed, with MAXQDA 2 software, to identify 17 a priori dimensions ofcare and unanticipated themes that emerged during the analysis.",data/tei/PMC5400067.tei.xml
PMC3035800_RA01,Ct3d:tracking microglia motility in 3D using a novelcosegmentation approach,data/tei/PMC3035800.tei.xml
PMC3035800_RA02,"Our algorithm is implemented in thect3dpackage,which is available under http://www.picb.ac.cn/patterns/Software/ct3d;",data/tei/PMC3035800.tei.xml
PMC3035800_RA03,3D motion patterns of two microgliain vivoreconstructed usingct3d.,data/tei/PMC3035800.tei.xml
PMC3035800_RA10,"Screenshot ofat3d, which is designed for exploring cell trackingresults and extracting motility parameters.",data/tei/PMC3035800.tei.xml
PMC3035800_RA29,Middle columns: the three cells were correctly recovered under all settings byct3d.,data/tei/PMC3035800.tei.xml
PMC3035800_RA30,The graphical user interface of theat3dtool (see Fig. 4) allows tomanually eliminate false positive cells from tracking results bydifferent filtering and visual selection functions similar to thoseprovided byCelltrackfor 2D time-lapse sequences,data/tei/PMC3035800.tei.xml
PMC3035800_RA42,"Top: visualization of trajectories obtained by manual annotation (bluelines) with trajectories obtained usingct3d(orange lines) for microglia inactivated state, see (a) and (b)",data/tei/PMC3035800.tei.xml
PMC4785010_HR01,"All statistical analyses were performed using Statistica version 8 software <ref type=""bibr"">(StatSoft, Poland)</ref>.",data/tei/PMC4785010.tei.xml
PMC3628511_JWC05,ditional data are available in the JCB Data-Viewer at http://dx.doi.org/10.1083/jcb.201211155.dv.,data/tei/PMC3628511.tei.xml
PMC1636350_CM01,"We have developed MUMMALS, a program to con-struct multiple protein sequence alignment usingprobabilistic consistency.",data/tei/PMC1636350.tei.xml
PMC1636350_CM02,MUMMALS improvesalignment quality by using pairwise alignmenthidden Markov models (HMMs) with multiple matchstates that describe local structural informationwithout exploiting explicit structure predictions.,data/tei/PMC1636350.tei.xml
PMC1636350_CM03,"We show that (i) on remote homologs, MUMMALSachieves statistically best accuracy among severalleading aligners, such as ProbCons, MAFFT andMUSCLE, albeit the average improvement is small,in the order of several percent; (ii) a large collection(.10 000) of automatically computed pairwise struc-ture alignments of divergent protein domains issuperior to smaller but carefully curated datasetsfor estimation of alignment parameters and perfor-mance tests; (iii) reference-independent evaluationof alignment quality using sequence alignment-dependent structure superpositions correlates wellwith reference-dependent evaluation that comparessequence-based alignments to structure-basedreference alignments.",data/tei/PMC1636350.tei.xml
PMC1636350_CM100,"The best scores of MUMMALS and the best scores of other programs (ProbCons, MAFFT with different options, MUSCLE, ClustalW) are in bold.",data/tei/PMC1636350.tei.xml
PMC1636350_CM139,The first five methods areMUMMALS implementing different HMMs.,data/tei/PMC1636350.tei.xml
PMC1636350_CM27,aTrained on DaliLite alignments of SCOP40 domain pairs with 20–40% identity.,data/tei/PMC1636350.tei.xml
PMC1636350_CM38,"HMM_1_1_0 andHMM_1_1_1 trained on DaliLite alignments of SCOPdomain pairs with above 20% identity show better resultsthan these two models trained on BAliBASE2.0 as well asProbCons, suggesting that the structural alignments of rela-tively divergent SCOP domains form a better training setthan BAliBASE2.0.",data/tei/PMC1636350.tei.xml
PMC1636350_CM46,MUMMALS implementingdifferent HMMs are the first five methods.,data/tei/PMC1636350.tei.xml
PMC1636350_CM47,All sequences pairs are subject to consistency measure in MUMMALS.,data/tei/PMC1636350.tei.xml
PMC1636350_CM48,The best scores of MUMMALS and the bestscores of other programs are in bold.,data/tei/PMC1636350.tei.xml
PMC1636350_CM49,MUMMALS with this model is statistically better than the best of other programs according to Wilcoxon signed-rank test (P<0.015).,data/tei/PMC1636350.tei.xml
