id,origin,DOI,PMID,PMCID
c69580dd6f,10.1080%2F00036846.2014.961309,10.1080/00036846.2014.961309,,
ef462d7c4b,PMC4286920,10.5812/ijhrba.16746,25593893,PMC4286920
ff7170739b,10.1086%2F654285,10.1086/654285,,
cfa3ff49a7,10.1007%2Fs00181-016-1066-8,10.1007/s00181-016-1066-8,,
decac6e8b9,10.1086%2F252292,10.1086%2F252292,,
e100a8c96d,10.1111%2Fsjpe.12152,10.1111/sjpe.12152,,
bb57a4e9a8,10.1111%2Fsjpe.12151,10.1111/sjpe.12151,,
a79fdc4d90,10.1257%2Faer.20141141,10.1257/aer.20141141,,
eb39ded62c,10.1086%2F252298,10.1086/252298,,
aa8cf1fd5f,10.1111%2F1756-2171.12174,10.1111/1756-2171.12174,,
c9520884d2,10.1111%2F1756-2171.12171,10.1111/1756-2171.12171,,
c0994d6c40,PMC4685888,10.2147/SCCAA.S60832,,PMC4685888
c62a40b64b,10.1111%2F1756-2171.12170,10.1111/1756-2171.12170,,
b92848bc58,10.1111%2F1756-2171.12173,10.1111/1756-2171.12173,,
c1d0567e34,10.1257%2Fjep.7.2.143,10.1257/jep.7.2.143,,
b2b4006f59,PMC4146730,10.4047/jap.2014.6.4.295,25177473,PMC4146730
bfb7169626,10.1257%2Fjep.28.4.169,10.1257/jep.28.4.169,,
f3a77151cd,10.24187%2Fecostat.2017.497d.1932,10.24187/ecostat.2017.497d.1932,,
f2dbdad9a6,10.1257%2Fjep.6.3.59,10.1257/jep.6.3.59,,
d3f883a08e,PMC4390742,,,PMC4390742
b40cc9e2c6,10.1086%2F654255,10.1086/654255,,
dd4a1ea21f,PMC5400129,10.1177/2325967117s00132,,PMC5400129
dfa834292c,10.1111%2Fjmcb.12355,10.1111%2Fjmcb.12355,,
f26dec66b2,10.1080%2F1540496x.2016.1116266,10.1080/1540496x.2016.1116266,,
bf7b4956fb,10.1111%2Fjmcb.12351,10.1111/jmcb.12408,,
e6b442a6d0,PMC3116106,10.4070/kcj.2011.41.5.272,21731569,PMC3116106
a276b3aac3,10.1080%2F00074918.2015.1111827,10.1080/00074918.2015.1111827,,
a73e35e985,10.1080%2F13545701.2015.1022705,10.1080/13545701.2015.1022705,,
e8ef2544bd,10.1086%2F252283,10.1086%2F252283,,
c208416baa,10.1007%2Fs10368-017-0390-6,10.1007/s10368-017-0390-6,,
f12e98527e,10.1111%2Fj.1468-0106.2012.00579.x,10.1111/j.1468-0106.2012.00579.x,,
aa85cc8278,PMC4282590,10.1002/pon.3391,24027194,PMC4282590
c46924cb5d,10.1111%2Fj.1467-940x.2008.00141.x,10.1111/j.1467-940x.2008.00141.x,,
f4d56aa8ae,10.1257%2F089533003772034871,10.4337/9781845426835.00008,,
b22381cebb,10.1111%2Fjmcb.12350,10.1111/jmcb.12350,,
bdd3c0d518,PMC4871909,10.1007/s40264-016-0405-1,26951233,PMC4871909
a44744c69d,PMC5479241,10.7150/jca.18031,28638450,PMC5479241
beed8f2c77,10.1007%2Fs10842-011-0123-4,10.1007/s10842-011-0123-4,,
f45904ac79,PMC3475340,10.1038/srep00753,23082243,PMC3475340
e8bbda0bd1,10.1080%2F09645292.2016.1260266,10.1080/09645292.2016.1260266,,
a061a941c0,10.24187%2Fecostat.2017.497d.1928,10.24187/ecostat.2017.497d.1928,,
c4e184cd17,PMC3479701,10.4132/koreanjpathol.2012.46.1.83,23109984,PMC3479701
abe23ecc4a,10.1257%2Fjep.21.1.49,10.3386/w12730,,
a462c62c3c,10.24187%2Fecostat.2017.497d.1927,10.24187/ecostat.2017.497d.1927,,
ee60eb9ac2,PMC3479700,10.4132/KoreanJPathol.2012.46.1.92,,PMC3479700
e5591f5084,PMC2771839,10.4070/kcj.2009.39.6.254,19949632,PMC2771839
afc7e00df1,PMC5114361,,,PMC5114361
ddfb981a45,10.1007%2Fs11558-013-9168-y,10.1007/s11558-013-9168-y,,
e630576187,10.1086%2F654266,10.1086/654266,,
c00641d16e,10.1257%2F0895330053147921,10.3386/w10868,,
adc9aa409a,PMC3357386,10.4161/bact.18680,22666657,PMC3357386
e2100ea245,PMC3858142,10.5125/jkaoms.2013.39.5.231,24471050,PMC3858142
a6b11ccfd0,10.1086%2F654260,10.1086%2F654260,,
b04381216a,10.1111%2Fjmcb.12349,10.1111%2Fjmcb.12349,,
d2e7ec770d,PMC3805657,10.4161/onci.25219,24167760,PMC3805657
b1bd66c9d2,10.1111%2Fjmcb.12344,10.1111/jmcb.12344,,
a7ec36c571,10.1086%2F252270,10.1086/252270,,
cda967b6df,PMC4727202,10.3892/ol.2015.3889,26870171,PMC4727202
a503130774,PMC5147266,,,PMC5147266
c90888055e,10.1007%2Fs10887-017-9149-8,10.1007/s10887-017-9149-8,,
cd523a6df2,10.3846%2Fbtp.2016.618,10.3846/btp.2016.618,,
adbc07b65f,10.1086%2F251857,10.1086/251857,,
b5c85c9096,10.1086%2F251856,10.1086/251856,,
e67419c959,10.1086%2F250527,10.1086/250527,,
a2e812171b,PMC4085351,10.1016/j.redox.2014.06.009,25009783,PMC4085351
b4144c0b48,10.2307%2F3585113,10.2307/3585113,,
a19f711df5,10.2307%2F3585118,10.2307/3585118,,
be83b946e7,10.2307%2F3585117,10.1086/654279,,
c2bebc140d,PMC4762441,10.2147/opth.s97775,26937168,PMC4762441
e2d568b849,PMC3986336,10.2147/ppa.s46192,24748775,PMC3986336
ba4151758e,10.1080%2F00074910701286370,10.1080/00074910701286370,,
babd0ba6c4,10.1111%2Froiw.12297,10.1111/roiw.12297,,
c12bfb0cb9,10.1086%2F250522,10.1086/250522,,
f75691aa97,PMC4705095,10.4048/jbc.2015.18.4.409,26770250,PMC4705095
a90df0587c,10.1257%2Faer.104.5.638,10.1257/aer.104.5.638,,
bfecc4c4e9,PMC4097343,10.1038/srep05684,25023009,PMC4097343
d007c649b9,PMC3498803,10.1038/mt.2012.188,22990676,PMC3498803
e282c12b1f,10.1257%2Fjep.24.2.163,10.1257/jep.24.2.163,,
ef95d861cc,10.1080%2F1354570052000340146,10.1080/1354570052000340146,,
d3a4b4ec59,PMC3995286,10.1136/heartjnl-2013-304645,24334377,PMC3995286
b3951a8cf2,10.1086%2F654239,10.3386/w4761,,
bed2c6fe34,10.2307%2F3585110,10.2307/3585110,,
d3fc978205,10.1086%2F250514,10.1086%2F250514,,
c36ad83146,10.1086%2F250515,10.1086/250515,,
f143d45015,10.2307%2F3585100,10.2307/3585100,,
ff9321f67a,PMC4802553,10.1016/j.jdcr.2014.10.007,27075132,PMC4802553
c609d70b18,10.1080%2F00074910701286362,10.1080/00074910701286362,,
dba9921025,10.1080%2F17421770801939532,10.1080/17421770801939532,,
e25be8ff73,10.1257%2Fjep.10.1.3,10.1257/jep.10.1.3,,
ea1c672ef8,10.2307%2F3585102,10.2307/3585102,,
e84fd90e02,PMC4917779,10.4184/asj.2016.10.3.570,27340540,PMC4917779
cbb29105b9,PMC4949351,10.4293/jsls.2016.00023,27493467,PMC4949351
eae8259ee6,10.1257%2Fjep.5.2.45,10.1257/jep.5.2.45,,
ce1641881a,10.1080%2F1540496x.2017.1364567,10.1080/1540496x.2017.1364567,,
fb55cd7201,10.3846%2F1611-1699.2009.10.31-43,10.3846/1611-1699.2009.10.31-43,,
a799d9a502,10.1086%2F250513,10.1086%2F250513,,
f481fdc4e1,10.1111%2Fj.1475-5890.2017.12123,10.1111/j.1475-5890.2017.12142,,
c5ed527270,PMC3785596,10.5999/aps.2013.40.5.597,24086816,PMC3785596
d7ffc2d8ba,PMC5040080,10.3347/kjp.2016.54.4.497,27658602,PMC5040080
e49bf58806,PMC2694372,,,PMC2694372
a323a52a78,PMC3738364,10.1258/cvd.2012.012024,24175072,PMC3738364
b92e1b84e2,10.1257%2Fjep.31.1.231,10.1257/jep.31.1.231,,
b02de3117c,10.1086%2F654214,10.1086/654214,,
ab8d492ef5,10.2307%2F3585133,10.2307/3585133,,
dbd1f9bcbd,10.2307%2F3585138,10.2307/3585138,,
f870b9cd0d,10.2307%2F3585137,10.2307%2F3585137,,
a1c9894595,10.2307%2F3585139,10.2307/3585139,,
d3fe3cb0eb,10.1007%2Fs11151-017-9592-x,10.1007/s11151-017-9592-x,29187775,PMC5684248
e2a8dbd395,PMC4912054,10.1016/j.stemcr.2016.04.004,27161363,PMC4912054
d3a7e6a6e3,10.1257%2Fjep.27.1.87,10.1257/jep.27.1.87,,
dbe47cef32,PMC4673871,10.1111/1753-6405.12296,25561083,PMC4673871
becb9a812f,PMC3566594,10.1017/s0950268812001689,22877581,PMC3566594
aea8ab9a9e,PMC4073352,10.1292/jvms.13-0586,24476849,PMC4073352
cca61bf609,10.1111%2Fj.1468-0106.2009.00454.x,10.1111/j.1468-0106.2009.00454.x,,
c731c5821d,10.1111%2F1756-2171.12168,10.1111/1756-2171.12168,,
e34d1ddfdb,PMC3460214,10.1038/leu.2012.75,22430636,PMC3460214
a03e7b50e6,PMC5407638,10.1016/j.rmcr.2017.04.017,28480161,PMC5407638
c23a43e5b7,10.1111%2F1756-2171.12167,10.1111/1756-2171.12167,,
e8c29e4c28,PMC3114360,10.2337/dc10-1661,21505208,PMC3114360
a6fedcddfa,PMC4295038,10.1016/j.jare.2012.08.002,25685432,PMC4295038
dd6d49cf58,PMC3995267,10.1136/gutjnl-2013-305736,24173291,PMC3995267
a6c74a799f,PMC3772259,10.3348/kjr.2013.14.5.786,24043973,PMC3772259
bed3f4f9d7,10.1111%2Fj.1475-4932.2010.00686.x,10.1111/j.1475-4932.2010.00686.x,,
e338b41735,10.2307%2F3585122,10.2307/3585122,,
f0ad8ef54a,10.2307%2F3585124,10.2307/3585124,,
e807095910,10.3846%2F1611-1699.2009.10.71-84,10.3846/1611-1699.2009.10.71-84,,
cc4eaf399a,PMC4295041,10.1016/j.jare.2012.09.002,25685423,PMC4295041
ad363d76ec,10.1086%2F654220,10.1086/654220,,
b5bcf39c5d,PMC4295040,10.1016/j.jare.2012.11.001,25685420,PMC4295040
ec48c84a7c,10.2307%2F3585129,10.2307/3585129,,
b47aeee2a4,10.1086%2F251829,10.1086/251829,,
eb33fbacf3,10.1086%2F654222,10.1086/654222,,
a4719c1a30,10.1080%2F00074918.2013.772936,10.1080/00074918.2013.772936,,
f5ddf908f5,PMC3583926,10.4161/onco.22567,,PMC3583926
ae7d4ff407,PMC3855073,10.1093/jscr/rjt084,24964326,PMC3855073
f738f1ce18,10.1257%2Fjep.5.2.67,10.1257/jep.5.2.67,,
bb5f66a791,10.1111%2Fj.1475-5890.2016.12109,10.1111/j.1475-5890.2016.12109,,
cb1ca311d2,10.1257%2Faer.104.5.603,10.1257/aer.104.5.603,,
de718d21e0,PMC3114356,,,PMC3114356
ee6c96bfc1,PMC4570604,10.1016/j.krcp.2014.09.006,26484032,PMC4570604
a4538fcd28,10.1111%2Fboer.12129,10.1111/boer.12129,,
fe00198c4d,PMC5238457,10.1016/j.neo.2016.12.008,28092822,PMC5238457
b7f0fe21e6,PMC5240763,10.1292/jvms.16-0268,27628591,PMC5240763
fa3c915456,10.1111%2Fboer.12125,10.1111/boer.12125,,
b78564db4c,10.1111%2Fj.1475-5890.2016.12114,10.2139/ssrn.2920566,,
e9f593c671,PMC3114353,10.2337/dc10-1567,21515846,PMC3114353
d2dad1a780,10.1257%2Fjep.31.1.257,10.1257/jep.31.1.257,,
e81a739ee7,PMC4148562,,,PMC4148562
f3a67b729e,10.1111%2F1756-2171.12151,10.1111/1756-2171.12187,,
ad62496b96,PMC4718369,,,PMC4718369
fae8502e49,10.1080%2F09645292.2015.1121010,10.1080/09645292.2015.1121010,,
c79b2cc9ef,10.1007%2Fs10797-012-9229-9,10.1007/s10797-012-9229-9,,
d177336043,PMC3372960,10.3389/fnins.2012.00084,22701400,PMC3372960
a894cce3e6,10.20955%2Fr.2017.1-5,10.20955/r.2017.1-5,,
b8bac4f1f1,10.1007%2Fs10290-010-0076-4,10.1007/s10290-010-0076-4,,
e2c771823a,10.1257%2Fjel.20151296,10.1257/jel.20151296,,
d95bf1d367,PMC2632917,10.1093/nar/gkn980,19074197,PMC2632917
c0678a57de,10.1007%2Fs11558-007-9026-x,10.1007/s11558-007-9026-x,,
e4b0d4bcf7,10.1007%2Fs00181-016-1097-1,10.1007/s00181-016-1097-1,,
a64204f020,PMC4602685,10.1097/md.0000000000000655,25906092,PMC4602685
e950cfa62b,PMC4705047,10.5045/br.2015.50.4.218,26770949,PMC4705047
d36c32833b,10.1257%2Fjep.10.3.67,10.1257/jep.10.3.67,,
eba297859d,10.2307%2F3585150,10.2307/3585150,,
dd1aa2a444,PMC5310261,10.1016/j.radcr.2016.10.023,28228883,PMC5310261
cf7e8b3f93,PMC3995242,10.1136/bjsports-2014-093434,24668376,PMC3995242
f11ff20f9e,10.1086%2F251802,10.1086%2F251802,,
ace5e30c93,10.2307%2F3585147,10.2307/3585147,,
aaf8d60d15,10.1257%2Fjep.15.4.3,10.1257/jep.15.4.3,,
a75dfd3244,10.1257%2Fjep.22.2.73,10.1257/jep.22.2.73,,
a7bbfb3e70,PMC3278951,10.5114/aoms.2010.13515,22371728,PMC3278951
fe3094649f,PMC3337733,10.7150/thno.3940,22539937,PMC3337733
b1949169a2,PMC4521653,10.1016/j.slsci.2014.07.023,26483898,PMC4521653
c874a982ad,10.1257%2Fjep.24.1.51,10.1257/jep.24.1.51,,
a8fe25cc1d,PMC5096036,10.1002/cncy.21731,27223344,PMC5096036
a7a33bc451,PMC3607915,,,PMC3607915
a09b8b0950,10.2307%2F3585141,10.1086/654139,,
abb1321f1b,10.1086%2F654209,10.1086/654209,,
b5740f307e,10.2307%2F3585177,10.2307/3585177,,
df6a5e4582,10.1007%2Fs10824-017-9307-z,10.1007/s10824-017-9307-z,,
ea246fc204,PMC3579875,,,PMC3579875
c4c707075e,10.1257%2Fjep.8.2.93,10.1257/jep.8.2.93,,
f61d7abbad,10.1257%2Faer.20150956,10.1257/aer.20150956,,
f738765ac3,PMC4520336,10.5114/pm.2014.41085,26327828,PMC4520336
b264590d54,10.1111%2F1756-2171.12129,10.1111/1756-2171.12129,,
d35eae0a72,PMC3544323,10.5455/aim.2012.20.129-130,23322965,PMC3544323
cc2609d3af,10.2307%2F3585171,10.2307/3585171,,
ba741ffd32,PMC4293297,10.2147/COPD.S73092,,PMC4293297
b7e45acb18,10.2307%2F3585173,10.2307/3585173,,
e566459d01,10.1257%2Fjep.7.2.197,10.1257/jep.7.2.197,,
df1763a625,10.5935%2F0034-7140.20170005,10.5935/0034-7140.20170005,,
fc7b556a9a,10.1257%2Fjep.5.2.25,10.1257/jep.5.2.25,,
f3771e6d8a,10.1111%2Fecoj.12378,10.1111/ecoj.12378,,
ec9ba4ff8e,PMC4208630,10.2147/ijwh.s67130,25349482,PMC4208630
e4354c85c2,PMC4507389,10.3988/jcn.2015.11.2.142,25851892,PMC4387479
b4f52e7dfd,PMC3114318,10.2337/dc11-0203,21540431,PMC3114318
dfb4b47861,10.5935%2F0034-7140.20170002,10.5935/0034-7140.20170002,,
a16a4173d1,10.1111%2Fobes.12208,10.1111%2Fobes.12208,,
c6a58197f5,PMC4237171,10.1111/cpf.12105,24289282,PMC4237171
d41e066737,10.1057%2Fbe.2012.22,10.1057/be.2012.22,,
e8b258fbd1,10.1590%2Fs0034-71402010000100006,10.1590%2Fs0034-71402010000100006,,
f281efab0a,10.2307%2F3585163,10.1086/ma.2.4623727,,
d1c6fc72b9,10.1007%2Fs11293-013-9368-0,10.1007/s11293-013-9368-0,,
e760ac7772,PMC5019442,10.2147/VHRM.S89038,,PMC5019442
e75348d527,PMC4907682,10.1097/md.0000000000003886,27281104,PMC4907682
b81e83eddf,10.1257%2Fjep.8.4.19,10.1257/jep.8.4.19,,
d7c3e4d42b,PMC5092936,,,PMC5092936
d1d5bdc1a5,PMC3768732,,,PMC3768732
a70e8e2bb0,PMC4863535,10.2147/jep.s68880,27186139,PMC4863535
b82c233421,10.1257%2F0895330053147895,10.1257/0895330053147895,,
d39a3acd04,PMC4061544,10.1038/srep05338,24939804,PMC4061544
e2f67c9a60,10.1007%2Fs10272-017-0698-z,10.1007/s10272-017-0698-z,,
dfa89ed22c,10.1080%2F17421770903425364,10.1080/17421770903425364,,
dd50aaeeb3,10.1111%2Fj.1468-0270.1990.tb00757.x,10.1111/j.1468-0270.1990.tb00757.x,,
b83785285b,PMC4907677,10.1097/md.0000000000003868,27281099,PMC4907677
a1781f1ed8,PMC4997152,,,PMC4997152
f209516f58,PMC5092941,,,PMC5092941
c903bbb01f,10.1257%2Fjep.20.2.23,10.2139/ssrn.876601,,
dde2cc89b9,10.1111%2Fj.1467-9957.1983.tb00761.x,10.1111/j.1467-9957.1983.tb00761.x,,
e26dc81419,10.1007%2Fs10602-016-9205-y,10.1007/s10602-016-9205-y,,
aa7fd9cce4,10.1080%2F00036846.2014.922670,10.1080/00036846.2014.922670,,
d920e9e9bc,PMC4036597,10.2147/rru.s59444,24892032,PMC4036597
f63e166514,PMC5129080,10.1136/bmjopen-2016-012315,27872115,PMC5129080
edb686afa4,10.1086%2F252530,10.1086/252530,,
e31d522819,10.1111%2Fj.1475-5890.2013.00175.x,10.1111/j.1475-5890.2013.00175.x,,
c6d4a9b22a,10.1086%2F252535,10.1086/252535,,
a5fc02cc39,10.1086%2F252534,10.1086/252534,,
fb6681a631,PMC4244678,10.1590/1414-431x20143762,25387679,PMC4244678
bb3028cb3c,PMC4760657,10.2147/ndt.s69105,26929626,PMC4760657
fb107a5fe5,PMC5457832,10.1097/adm.0000000000000300,28244893,PMC5457832
d4d5298b9f,10.1111%2Fj.1749-124x.2011.01256.x,10.1111/j.1749-124x.2011.01256.x,,
e5802deb89,10.1257%2Fjep.28.4.23,10.1257/jep.28.4.23,,
ada3debe07,10.1111%2Fj.1468-0270.2012.02120,10.1111/j.1468-0270.2012.02120,,
eb3ff35ab7,10.1002%2Fpam.21841,10.1002/pam,,
c2e6d65104,PMC4689249,10.15386/cjmed-549,26733754,PMC4689249
a1ccd541fe,PMC2970831,,,PMC2970831
dc59f8e6b6,10.1111%2Fj.1467-9914.2008.00416.x,10.1111/j.1467-9914.2008.00416.x,,
d0f672e5e3,PMC2644281,10.1093/ecam/nem068,18955224,PMC2644281
cb2f09eb0a,10.1007%2Fs10888-015-9317-z,10.1007/s10888-015-9317-z,,
c9dff59ce0,PMC4694603,10.1002/rcr2.129,26740882,PMC4694603
fbaae74388,PMC5066667,10.1002/wrna.1330,26810250,PMC5066667
f8ad428082,10.1017%2Fs1365100508070430,10.1017/s1365100508070430,20411031,PMC2856948
c485b5c120,10.1080%2F1354570042000198407,10.1080/1354570042000198407,,
af63bba02d,PMC3687651,10.1297/cpe.21.57,23926412,PMC3687651
f817fa6b1b,10.1007%2Fs00191-015-0435-3,10.1007/s00191-015-0435-3,28163392,PMC5253724
de85426505,PMC4708074,10.1016/j.nmni.2015.10.013,26862435,PMC4708074
b528aa5e52,10.1086%2F252512,10.1086/252512,,
d9a9fde128,10.1111%2F1468-2362.12062,10.1111/1468-2362.12062,,
b370873096,10.1111%2F1468-0106.12125,10.1111/1468-0106.12125,,
ae214ea871,PMC5106397,10.4196/kjpp.2016.20.6.629,27847440,PMC5106397
d40491290c,PMC4733002,10.1016/j.eucr.2013.11.006,26955540,PMC4733002
f80b1e7706,PMC2650971,10.3346/jkms.2009.24.1.7,19270806,PMC2650971
b31de6e7e9,10.1257%2Fjep.30.4.83,10.1257/jep.30.4.83,,
ea4107079a,PMC4442902,10.1016/j.aju.2012.02.008,26558014,PMC4442902
a27421375b,PMC4855904,10.1016/j.eucr.2015.12.008,27169018,PMC4855904
be64732e4f,10.1111%2F1468-2362.12061,10.1111/1468-2362.12061,,
a59b8a1308,10.1086%2F252506,10.1086/252506,,
d7293b0d77,10.1086%2F650475,10.1086%2F650475,,
e0b626027f,PMC3485809,10.1068/i0463aap,23145254,PMC3485809
d6a0ebdeba,PMC4714720,10.2337/diaclin.34.1.44,26807008,PMC4714720
d50c5aa97a,PMC3223032,10.1159/000333437,22121352,PMC3223032
d94be28ca7,PMC3087080,10.5051/jpis.2011.41.2.86,21556259,PMC3087080
cf4c0ddfbf,10.1080%2F17421772.2017.1305588,10.1080/17421772.2017.1305588,,
dc4b866817,PMC4736987,10.1167/iovs.15-18000,26824408,PMC4736987
e42a781161,PMC5102861,10.3346/jkms.2016.31.12.1963,27822936,PMC5102861
f2329eaa0a,PMC3628464,10.5811/westjem.2012.9.12646,23599852,PMC3628464
cd7a4e021b,10.1257%2Fjep.4.3.61,10.1257/jep.4.3.61,,
b7234227d7,PMC3013611,,,PMC3013611
f02b072bd3,10.3846%2Fbtp.2006.30,10.3846/btp.2006.30,,
d35873ae9f,PMC3309885,10.1093/cid/cir1039,22318975,PMC3309885
b8c292b8c7,PMC5465423,10.2169/internalmedicine.56.8092,28420855,PMC5465423
babc2af619,10.1111%2Fj.1467-6419.2009.00590.x,10.1111/j.1467-6419.2009.00590.x,,
f5d47b9719,10.1007%2Fs12114-017-9257-x,10.1007/s12114-017-9257-x,,
afcd2bebd7,10.1257%2Fjep.3.1.43,10.1257/jep.3.1.43,,
b2209e22d8,10.1257%2Fjep.27.2.29,10.1257/jep.27.2.29,,
c63c2ff461,10.1007%2Fs10888-008-9079-y,10.1007/s10888-007-9067-7,,
aa4a697e90,10.1007%2Fs00148-009-0287-y,10.1007/s00148-009-0287-y,,
eb67654b34,10.3846%2Fbtp.2018.01,10.3846/btp.2018.01,,
df69154fe5,10.1007%2Fs10368-014-0288-5,10.1007/s10368-014-0288-5,,
cbfa8ac2d4,10.1080%2F00074910802001637,10.1080/00074910802001637,,
f077b2dfa5,10.1007%2Fs10818-009-9054-0,10.1007/s10818-009-9054-0,,
f13bd04877,PMC4538243,10.1136/bmjopen-2015-007921,26275901,PMC4538243
c5a192151e,10.1007%2Fs11294-014-9495-7,10.1007/s11294-014-9495-7,,
b9ac7e06d9,PMC4918392,10.2147/OV.S66010,,PMC4918392
b7456775f1,10.1007%2Fs10824-017-9303-3,10.1007/s10824-017-9301-5,,
d5a3edca35,10.1257%2Fjep.4.3.75,10.1257/jep.4.3.75,,
dd1c4554bd,PMC4040663,10.1038/cddis.2013.497,24384722,PMC4040663
afd1c06c09,PMC3934154,10.1262/jrd.2013-060,24047956,PMC3934154
e9070bd08b,PMC4531628,,,PMC4531628
b8795de4f5,10.1257%2Fjep.20.2.49,10.1257%2Fjep.20.2.49,,
e4c1bd6311,10.1111%2Fj.1467-8381.2007.00257.x,10.1111/j.1467-8381.2007.00257.x,,
b76a1f93bf,10.1007%2Fs10272-012-0421-z,10.1007/s10272-012-0421-z,,
fe10234179,PMC5441439,10.24171/j.phrp.2017.8.2.03,28540155,PMC5441439
c0cd758e62,10.1086%2F250786,10.1086/250786,,
e068c4d293,10.1257%2Fjep.8.2.117,10.1257/jep.8.2.117,,
cfdca0d52a,10.1057%2Fs11369-017-0030-8,10.1057/s11369-017-0030-8,,
fcef1cabee,10.3846%2Fbtp.2006.09,10.3846/btp.2006.09,,
a9d83eddbe,PMC4538254,10.1136/bmjopen-2015-008672,26270950,PMC4538254
eb5afd7fc5,PMC5216896,10.3746/pnf.2016.21.4.406,28078267,PMC5216896
a819dad16f,PMC4352917,10.5114/pm.2014.47985,26327874,PMC4352917
c86c54e590,PMC5358904,10.1016/j.ijscr.2017.02.024,28315816,PMC5358904
abdbed1ae0,10.1111%2Fjoes.12090,10.1111/joes.12090,,
bf4d175053,10.3846%2F1611-1699.2008.9.133-144,10.3846/1611-1699.2008.9.133-144,,
aec9ca3a69,10.1111%2Fjoes.12093,10.1111/joes.12093,,
fa2a01ddda,10.1111%2Fjoes.12095,10.1111/joes.12095,,
a0e6016a53,PMC3952829,10.12965/jer.140095,24678497,PMC3952829
a2bf1333fa,10.1080%2F17421772.2016.1193955,10.1080/17421772.2016.1193955,,
c032789a72,PMC4997123,,,PMC4997123
c2f3444e7c,10.1257%2Fjep.7.2.41,10.3386/w4174,,
ae10901bf9,10.1257%2F089533002760278749,10.1257/089533002760278749,,
dd3d47e4c2,10.1007%2Fs10290-009-0039-9,10.1007/s10290-009-0039-9,,
b8339cb6cf,10.1007%2Fs11166-009-9083-z,10.1007/s11166-009-9083-z,,
d44326136c,PMC3640157,10.5534/wjmh.2013.31.1.76,23658870,PMC3640157
d2538070c2,PMC5422339,10.2147/amep.s133328,28496377,PMC5422339
ebeefc5365,10.1257%2Fjep.30.4.131,10.1257/jep.30.4.131,,
a4be05a566,PMC5422337,10.2147/dmso.s122767,28496348,PMC5422337
bd03e52943,10.1080%2F13545701.2014.967708,10.1080/13545701.2014.967708,,
eb21711585,10.2307%2F3584944,10.2307/3584944,,
ec529a580c,PMC3339664,10.1159/000337481,22548046,PMC3339664
b3317b26e2,10.1111%2Fj.1465-7295.2009.00256.x,10.1111/j.1465-7295.2009.00256.x,,
a7143dcd9f,PMC3013655,10.1093/nar/gkq1027,21037258,PMC3013655
c3bafaa8c8,10.1257%2Faer.20141734,10.1257/aer.20141734,,
d6f1b33254,10.1111%2F1468-0106.12197,10.1111/1468-0106.12197,,
f6c11b88c4,PMC3866316,10.4070/kcj.2013.43.11.761,24363752,PMC3866316
c24b235cc7,10.1007%2Fs11166-007-9011-z,10.1007/s11166-007-9011-z,,
f35b08eba4,PMC3900797,10.7150/thno.7552,24465270,PMC3900797
accfe5dee4,PMC5055114,10.2147/jmdh.s113045,27757040,PMC5055114
becc8efc3c,PMC4790474,10.1093/pcp/pcw016,26858288,PMC4790474
e88f20f983,PMC4100845,10.5811/westjem.2014.2.18896,25035745,PMC4100845
d04ff2aea6,PMC5272950,10.1016/j.jare.2016.11.002,28149646,PMC5272950
ec037b2523,10.1111%2Ftwec.12482,10.1111/twec.12188,,
bf4f3ec39c,10.1086%2F251288,10.1086%2F251288,,
c4644326f9,10.1257%2Fjep.7.2.61,10.1257/jep.7.2.61,,
a2893213dd,10.2307%2F3584939,10.2307/3584939,,
a7ff9a73aa,10.1257%2Faer.99.2.430,10.1257/aer.99.2.430,,
bcb2dd1d92,10.1111%2F1468-0106.12187,10.1111%2F1468-0106.12187,,
ba1aebce71,10.1111%2F1468-0106.12188,10.1111%2F1468-0106.12188,,
e2d7ba3520,10.1007%2Fs11150-014-9246-9,10.1007/s11150-014-9246-9,,
d8ebb14562,10.1111%2F1468-0106.12186,10.1111%2F1468-0106.12186,,
c9f30dc716,10.1111%2Fj.0023-5962.2005.00302.x,10.1111/j.0023-5962.2005.00302.x,,
e0c9a8eb56,10.1080%2F09538259000000038,10.1080/09538259000000038,,
eb9f36191e,10.1257%2Fjep.30.4.151,10.1257/jep.30.4.151,,
b411c3c714,PMC4909486,10.1016/j.ebiom.2016.04.012,27322456,PMC4909486
cd14530a16,10.1111%2Ftwec.12475,10.1111/twec.12475,,
a399c56fb4,10.20955%2Fr.2016.111-127,10.20955/r.2016.111-127,,
b9631dbb46,10.20955%2Fr.2016.61-80,10.20955/r.2016.61-80,,
cb3d666b06,PMC3385584,10.3389/fphys.2012.00174,22754533,PMC3385584
ba745afac7,10.2307%2F3584962,10.2307/3584962,,
b5ebeb31b7,10.2307%2F3584964,10.2307/3584964,,
a6fd08a095,10.1257%2Fjep.24.3.81,10.1257/jep.24.3.81,,
d36f8a95d1,10.1086%2F251275,10.1086%2F251275,,
c1c0160d11,PMC4371237,10.12703/p7-29,25926980,PMC4371237
de076a538c,PMC2958345,,,PMC2958345
d67a38c5d1,PMC4017400,,,PMC4017400
c7e1dbc165,PMC4755242,10.4161/21675511.2014.974969,26942105,PMC4755242
f228afc812,PMC2958348,,,PMC2958348
e008917170,10.1257%2Fjep.23.4.239,10.1257/jep.23.4.239,,
acb0444e92,10.1111%2Ftwec.12460,10.1111/twec.12460,,
ea15e80233,10.1007%2Fbf02929347,10.1007/bf02929347,,
